srcStateName,srcYear,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate per lakh person,YearCode,Year
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,2,2,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,220,233,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,33,42,2.2,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,607,629,1.7,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,38,38,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,456,506,1.6,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,12,12,0.8,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,39,51,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,193,199,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,36,39,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,196,207,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),197,197,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,303,493,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,50,72,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,518,525,0.6,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,300,330,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,2,2,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,9,9,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,23,24,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,35,37,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,490,529,0.6,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,7,10,1,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,288,294,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,306,317,0.8,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,5,5,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,1699,1766,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,10,10,0.1,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,65,67,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,8,8,2,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,15,15,1.4,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,245,252,1.2,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,21,22,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,137,137,8.8,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),111,111,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),148,150,0.9,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1046,1047,1.8,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),71,71,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),6,7,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),251,251,1.8,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),275,280,1.5,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),176,178,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),6,6,0,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1,1,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1,1,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2019,Other IPC Crimes,,231,263,5.8,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),320,320,1.4,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),63,63,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),479,480,1.3,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),40,40,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),158,175,0.8,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),23,23,1.2,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),2274,2302,2.1,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),65,65,1.2,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),522,523,1.1,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1,1,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),1,1,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),110,112,1.2,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),9,9,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Dowry Deaths (Sec.304‐B IPC),2,2,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),495,527,0.9,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),2,2,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),104,108,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),47,49,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),211,228,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),2,2,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),470,481,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),609,619,2.1,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),88,96,1.2,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),82,112,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),585,623,0.9,2020,"Calendar Year (Jan - Dec), 2020"
Kerala,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),46,49,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Madhya Pradesh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),1132,1179,1.4,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),1385,1416,1.1,2020,"Calendar Year (Jan - Dec), 2020"
Manipur,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),8,8,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Meghalaya,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Nagaland,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),18,18,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),552,576,1.8,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),285,301,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),343,373,0.5,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),625,701,1.7,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),27,27,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),715,762,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),43,43,0.4,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),813,822,0.8,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),1,1,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),3,3,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),1,1,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),84,89,0.4,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),35,36,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),5,5,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),1298,1516,2.5,2020,"Calendar Year (Jan - Dec), 2020"
