srcStateName,srcYear,Crime head Special & Local Laws (SLL) Category,Crime head Special & Local Laws (SLL) Sub-category,Incidence of Special & Local Laws (SLL) crimes,Victims of Special & Local Laws (SLL) crimes,Special & Local Laws (SLL) Crime Rate,YearCode,Year
Punjab,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",533,,1.8,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",15,,0,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",1235,,1.6,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",13,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",5588,,7.4,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",12042,,15.9,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",3,,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",940,,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",28,,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",17,,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",698,,0.7,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",31,,2,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),3024,,5.8,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",6908,,13.2,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,Finance & Economic Acts (Total),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),1,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",3,,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,Finance & Economic Acts (Total),49,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",14,,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",96,,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,Finance & Economic Acts (Total),2105,,1.8,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",7,,0,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),49182,,40.9,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",5735,,4.8,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,Finance & Economic Acts (Total),10,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",21891,,75.9,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,Finance & Economic Acts (Total),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Finance & Economic Acts,Finance & Economic Acts (Total),13,,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),241715,,354.2,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,Finance & Economic Acts (Total),218,,0.8,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",43,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",10477,,36.4,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,Finance & Economic Acts (Total),24,,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",2916,,39.9,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,Finance & Economic Acts (Total),10,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",10,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",562,,4.2,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,Finance & Economic Acts (Total),519,,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),3,,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",851,,2.3,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,Finance & Economic Acts (Total),658,,1,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",8138,,12.3,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,Finance & Economic Acts (Total),1021,,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),29252,,83.1,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",121,,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,Finance & Economic Acts (Total),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",87241,,105.6,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,Finance & Economic Acts (Total),843,,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",828,,0.7,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),83156,,67.9,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Finance & Economic Acts,Finance & Economic Acts (Total),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,Finance & Economic Acts (Total),17,,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Finance & Economic Acts,"Prevention of Corruption Act, 1988",3,,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",1,,0,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Finance & Economic Acts,Finance & Economic Acts (Total),0,,0,2019,"Calendar Year (Jan - Dec), 2019"
